"--@#1"
"##1434515017048"
"Translation Key","en"
"label.rde.patient.enableoverride","Override default data source"
"label.rde.patient.override","Override"
"label.reactions","Reactions"
"label.readcolumnname","Read column name"
"label.readvalue","Read value"
"label.reason","Reason"
"label.received","Received"
"label.redirection","Redirection"
"label.redirectiontype","Redirection Type"
"label.reference.data.growth.chart.repository","Reference Data Repository"
"label.referencerange","Reference Range"
"label.refrange","Ref. Range"
"label.refrangeunits","Ref. Range (Units)"
"label.relationship","Relationship"
"label.relationship.availablerelationshiptypes","Available Relationship Types"
"label.relationship.global.settings","Global Settings"
"label.relationship.includedrelationshiptypes","Included Relationship Types"
"label.relationship.plural","Relationships"
"label.relationship.relationshiptypename","Name"
"label.relationship.search.end.date","End Date"
"label.relationship.search.id","Id"
"label.relationship.search.identitynotfound","Identity could not be found"
"label.relationship.search.includeinactive","Include Inactive"
"label.relationship.search.namespace","Namespace"
"label.relationship.search.nonefound","No relationships found"
"label.relationship.search.patient.id","Patient Id"
"label.relationship.search.patient.namespace","Patient Namespace"
"label.relationship.search.related.id","Related Id"
"label.relationship.search.related.namespace","Related Namespace"
"label.relationship.search.relationshiptype","Relationship Type"
"label.relationship.search.searchtype","Search Type"
"label.relationship.search.searchtype.patient","Patient"
"label.relationship.search.searchtype.provider","Provider"
"label.relationship.search.sources","Sources"
"label.relationship.search.start.date","Start Date"
"label.relationshipdetailsusersearchentrypoint","Relationship Details User Search Entry Point"
"label.relationshipsource.detail.displayname","Display Name"
"label.relationshipsource.detail.enabled","Enabled"
"label.relationshipsource.detail.id","Source Id"
"label.relationshipsource.scripted.create","Create Scripted Relationship Source"
"label.relationshipsource.scripted.name","Script Name"
"label.relationshiptype","Relationship Type"
"label.relationshiptype.availableidentitytypes","Available Identity Types"
"label.relationshiptype.code","Code"
"label.relationshiptype.create","Create Relationship Type"
"label.relationshiptype.defaultvalidityperiod.sectionheading","Default Duration"
"label.relationshiptype.description","Description"
"label.relationshiptype.displayname","Display Name"
"label.relationshiptype.identitytype","Identity Type"
"label.relationshiptype.identitytypename","Name"
"label.relationshiptype.identitytypenamespace","Namespace"
"label.relationshiptype.neverexpires","Never expire"
"label.relationshiptype.new","New Relationship Type"
"label.relationshiptype.periodtext","day(s)"
"label.relationshiptype.plural","Relationship Types"
"label.relationshiptype.selectedidentitytypes","Selected Identity Types"
"label.relationshiptype.singular","Type"
"label.relationshiptype.source.relationshipsource.name","Relationship Source"
"label.relationshiptype.source.relationshiptype.name","Relationship Type"
"label.relationshiptype.source.relationshiptype.sourcetype","Source Type Value"
"label.relationshiptype.sourcename","Source Name"
"label.relationshiptype.sourcetype","Source Type"
"label.relationshiptype.validfor","Valid for"
"label.relationshiptypegroup.create","Create Relationship Type Group"
"label.relationshiptypegroup.new","New Relationship Type Group"
"label.relationshiptypegroup.singular","Group"
"label.relationshiptypenamecombiner","for"
"label.relevantinformation","Relevant Information"
"label.remembersearchfiltercriteria","Remember Search Filter Criteria"
"label.remove","Remove"
"label.remove.question","Remove?"
"label.replytoaddress","Reply To Address"
"label.replytodisplayname","Reply To Display Name"
"label.reported","Reported"
"label.reportid","Report ID"
"label.repositories","Repositories"
"label.repository","Repository"
"label.repository.messaging.configuration.messagingconfigurationvalues.ediconfiguration.sendingapplicationnamespace","Sending Application Namespace"
"label.repository.messaging.configuration.messagingconfigurationvalues.ediconfiguration.sendingapplicationuniversalid","Sending Application Universal ID"
"label.repository.messaging.configuration.messagingconfigurationvalues.ediconfiguration.sendingapplicationuniversalidtype","Sending Application Universal ID Type"
"label.repository.messaging.configuration.messagingconfigurationvalues.ediconfiguration.sendingfacilitynamespace","Sending Facility Namespace"
"label.repository.messaging.configuration.messagingconfigurationvalues.ediconfiguration.sendingfacilityuniversalid","Sending Facility Universal ID"
"label.repository.messaging.configuration.messagingconfigurationvalues.ediconfiguration.sendingfacilityuniversalidtype","Sending Facility Universal ID Type"
"label.repository.messaging.configuration.messagingconfigurationvalues.header","cRepository Messaging Configuration"
"label.repository.messaging.configuration.messagingconfigurationvalues.messagemappingdirectory","Message Mapping Directory"
"label.repository.messaging.configuration.messagingconfigurationvalues.messagingprocessor.actconfiguration.sourcedatapathtodatathatneedstobecopiedover","Source Data Path To Data That Needs To Be Copied Over"
"label.repository.messaging.configuration.messagingconfigurationvalues.messagingprocessor.actconfiguration.sourcedocumentpathtodataidpath","Source Document Path To Data Id Path"
"label.repository.messaging.configuration.messagingconfigurationvalues.messagingprocessor.actconfiguration.sourcedocumentpathtotrargetdocumentid","Source Document Path To Target Document Id"
"label.repository.messaging.configuration.messagingconfigurationvalues.messagingprocessor.actconfiguration.targetdocumentparentpathtoreplacedata","Target Document Parent Path To Replace Data"
"label.repository.messaging.configuration.messagingconfigurationvalues.messagingprocessor.actconfiguration.targetdocumentpathtoreplacedata","Target Document Path To Replace Data"
"label.repository.messaging.configuration.messagingconfigurationvalues.messagingprocessor.enabled","Enabled"
"label.repository.messaging.configuration.messagingconfigurationvalues.messagingprocessor.modelname","Model Name"
"label.repository.messaging.configuration.messagingconfigurationvalues.messagingprocessor.previousencounteridpath","Previous Encounter Path"
"label.repository.messaging.configuration.messagingconfigurationvalues.messagingprocessor.processor","Processor"
"label.repository.messaging.configuration.messagingconfigurationvalues.messagingprocessor.sourcemodelid","Source Model Id"
"label.repository.messaging.configuration.messagingconfigurationvalues.messagingprocessor.targetmodelmapping.existingdocidexpresion","Target Mapping Existing Document ID"
"label.repository.messaging.configuration.messagingconfigurationvalues.messagingprocessor.targetmodelmapping.header","Target Model Mapping"
"label.repository.messaging.configuration.messagingconfigurationvalues.messagingprocessor.targetmodelmapping.modelid","Target Mapping Model ID"
"label.repository.messaging.configuration.messagingconfigurationvalues.messagingprocessor.targetmodelmapping.modelname","Target Mapping Model Name"
"label.repository.messaging.configuration.messagingconfigurationvalues.messagingprocessor.targetmodelmapping.segmentreplacement.header","Segment"
"label.repository.messaging.configuration.messagingconfigurationvalues.messagingprocessor.targetmodelmapping.segmentreplacement.mapper","Segment Mapper"" 		"
"label.repository.messaging.configuration.messagingconfigurationvalues.messagingprocessor.targetmodelmapping.segmentreplacement.modelname","Segment Model Name""  	 	"
"label.repository.messaging.configuration.messagingconfigurationvalues.messagingprocessor.targetmodelmapping.segmentreplacement.sourcepath","Segment Source Path"
"label.repository.messaging.configuration.messagingconfigurationvalues.messagingprocessor.targetmodelmapping.segmentreplacement.table.header","Segments"
"label.repository.messaging.configuration.messagingconfigurationvalues.messagingprocessor.targetmodelmapping.segmentreplacement.targetpath","Segment Target Path""  		"
