"--@#1"
"##1434516153354"
"Translation Key","en"
"label.messaging.archive.messagetype.message","Message"
"label.messaging.archive.messagetype.response","Response"
"label.messaging.archive.no.errors","There are no errors"
"label.messaging.archive.no.message.found","Message not found"
"label.messaging.archive.no.response.found","Response not found"
"label.messaging.archive.no.selection","No message selected"
"label.messaging.archive.response.code","Response Code"
"label.messaging.archive.search.from","From"
"label.messaging.archive.search.identifier","Identifier"
"label.messaging.archive.search.identifier.domain","in"
"label.messaging.archive.search.identifier.value","is"
"label.messaging.archive.search.to","To"
"label.messaging.archive.search.tooltip","Manual search is only enabled when polling is off"
"label.messaging.download.all.definitions","Download All Definitions"
"label.messaging.download.selected.definition","Download Selected"
"label.messaging.endpoint.action","Action"
"label.messaging.endpoint.action.start","Start"
"label.messaging.endpoint.action.stop","Stop"
"label.messaging.endpoint.archive.profile","Archive Profile"
"label.messaging.endpoint.connections","Connections"
"label.messaging.endpoint.description","Description"
"label.messaging.endpoint.details.inbound","Inbound Endpoint Details"
"label.messaging.endpoint.details.outbound","Outbound Endpoint Details"
"label.messaging.endpoint.direction","Direction"
"label.messaging.endpoint.direction.inbound","Inbound"
"label.messaging.endpoint.direction.outbound","Outbound"
"label.messaging.endpoint.direction.outbound.asynchronous","Asynchronous outbound"
"label.messaging.endpoint.encoding","Encoding"
"label.messaging.endpoint.host.port","Destination"
"label.messaging.endpoint.hostname","Host Name"
"label.messaging.endpoint.name","Name"
"label.messaging.endpoint.pool.size","Pool size"
"label.messaging.endpoint.port","Port"
"label.messaging.endpoint.priority","Priority"
"label.messaging.endpoint.queue.length","Maximum queue length"
"label.messaging.endpoint.state.error","Error: {0}"
"label.messaging.endpoint.state.started","Started"
"label.messaging.endpoint.state.stopped","Stopped"
"label.messaging.endpoint.status","Status"
"label.messaging.endpoint.timeout.unlimited.hint","ms. Use 0 for unlimited"
"label.messaging.endpoint.unlimited.hint","Use 0 for unlimited"
"label.messaging.endpoint.waiting.timeout","Response Timeout"
"label.messaging.incoming.definition","Incoming Message Definition: {0}"
"label.messaging.outgoing.definition","Outgoing Message Definition: {0}"
"label.messaging.response.definition","Response Message Definition: {0}"
"label.metadata.column.id","ID"
"label.metadata.column.node","Node"
"label.metadata.column.type","Type"
"label.metadata.local.id","Local ID"
"label.metadata.no.properties.found","No properties found"
"label.metadata.node.id","Node ID"
"label.method","Method"
"label.metric.additional.recipients","Also send to"
"label.metric.enable.collection","Enable collection"
"label.metric.full.enable.collection","Allow Orion Health Platform to collect product use metrics"
"label.metric.full.send.to.orion","Send product use metrics to Orion Health"
"label.metric.mail.unconfigured","You will be unable to send metrics until the Mail service is correctly configured."
"label.metric.scheduled.tasks","The scheduled task ''{0}'' determines when and how often metrics are collected."
"label.metric.send.to.orion","Send to Orion"
"label.minimizedentrypoint","Minimized Entry Point"
"label.minimumlength","Minimum length"
"label.minutes","Minutes"
"label.modificationtime","Modification Time"
"label.months","Months(s)"
"label.mrn","MRN"
"label.multiplevaluesallowed","Multiple Values Allowed"
"label.name","Name"
"label.nameparts","Name Parts"
"label.nameprefix","Name Prefix"
"label.names","Names"
"label.namespace","Namespace"
"label.namesuffix","Name Suffix"
"label.new.password","New Password"
"label.newpassword","New Password"
"label.newpasswordreset","New password"
"label.next","Next"
"label.no","No"
"label.no.encounter","No encounter has been specified."
"label.no.patient","No patient has been specified."
"label.noactivetasks","No background tasks are currently active"
"label.noactivityenddate","No Due Date"
"label.nochangesinfile","There are no changes in the file compared to the current configuration"
"label.nochangessincelabel","There were no changes made to the configuration since the date of the chosen label."
"label.node","Node"
"label.node.path","Node Path"
"label.node.path.error","The node path must not be the same as any of the context paths"
"label.node.prefix.invalid","The prefix contains illegal character"
"label.node.specific","(Node Specific)"
"label.node.type","Node Type"
"label.node.type.error","The node type must not be the same as any of the context paths"
"label.none","None"
"label.nonedefault","None [Default]"
"label.nonotificationdate","No Notification Date"
"label.noresultsmessage","No Results Message"
"label.normalmappings","Normal mappings"
"label.nosharedusersareconfigured","No shared users are configured"
"label.not.authenticated","{0} (not authenticated)"
"label.notapplicable","Not applicable."
"label.notes","Notes"
"label.notestsselected","No tests selected"
"label.nothingselected","No configuration item selected"
"label.notificationattributes","Notification Attributes"
"label.notificationbody","Notification Body"
"label.notificationsubject","Notification Subject"
"label.notmemberof","Not a member of"
"label.notsignedoffvalue","Not signed off value"
"label.numberallowed","Number Allowed"
"label.numbertestsselected","{0} tests selected"
"label.observationdate","Observation Date"
"label.ok","OK"
"label.older","All Previous"
"label.oldpassword","Old Password"
"label.onconcertotimeout","On Clinical Portal Timeout"
"label.onetestselected","1 test selected"
"label.onrowselection","On Row Selection"
"label.onsetdate","Onset date"
"label.opendocument","Open Document"
"label.openfolder","Open Folder"
"label.openingmode","Opening Mode"
"label.openinwindow","Open in a New Window"
"label.optioncolumnname","Option Column Name"
"label.options","Options"
"label.optionvalue","Option Value"
"label.order","Order"
"label.orderby","Order By"
"label.ordercolumnname","Order column name"
"label.orderingprovider","Ordering Provider"
"label.ordernumber","Order Number"
"label.ordernumber.laboratory","Order Number"
"label.ordernumber.microbiology","Order Number"
"label.ordernumber.radiology","Order Number"
"label.orderresultsby","Order Results By"
"label.originalmessage","Original Message"
"label.osgi.console","Console"
"label.outpatientencounter","Outpatient Encounter"
"label.output","Output"
"label.override","Discard their changes?"
"label.overridereasons","Override Reasons"
"label.package.favicon","Package Favicon"
"label.package.logo","Package Logo"
"label.package.name","Package Name"
"label.parameters","Parameters"
"label.parent","Parent"
"label.parentfoldercolumnname","Parent folder column name"
"label.parentfoldername","Parent Folder Name"
"label.passcode","Passcode"
"label.password","Password"
"label.password.confirm","Confirm New Password"
"label.password.new","New Password"
"label.password.policy","Password Policy"
"label.passwordgeneratorclassname","Password generator class name"
"label.passwordpolicy","Password Policy"
"label.pathway","Pathway"
"label.pathway.enrollment.deactivate","Close"
"label.pathway.enrollment.deactivate.reason","Close Reason"
"label.pathway.enrollment.enrolledby","Enrolled by {0} on {1} ({2})"
"label.pathway.enrollment.enrolledon","Enrolled on {0} ({1})"
"label.pathway.enrollment.noactivepathways","There are no active pathways."
"label.pathway.enrollment.noenrollments","There are no enrolled pathways."
"label.pathway.enrollment.reactivate","Reactivate"
"label.pathway.enrollment.showingxofy","Showing {0} of {1}"
"label.pathway.enrollment.status.active","Active"
"label.pathway.enrollment.status.inactive","Closed"
"label.pathwayenrollment.datasource.description","Pathway Enrollment DataSource"
"label.pathwayenrollment.datasource.name","Pathway Enrollment DataSource"
"label.pathwayenrollment.enrolled.description","The enrollment status to check for"
"label.pathwayenrollment.enrolled.name","Enrollment Status"
"label.pathwayenrollment.pathway.constraint.description","Pathway Constraint"
"label.pathwayenrollment.pathway.constraint.name","Pathway"
"label.pathwayenrollment.pathway.description","The name of the pathway that the rules are based on"
"label.pathwayenrollment.pathway.name","Pathway name"
"label.pathwayenrollmentforpatient.datasource.description","Provides access to the information about what pathways a patient is enrolled in"
"label.pathwayenrollmentforpatient.datasource.name","Pathway Enrollment For Patient Data Source"
"label.patient","Patient"
"label.patient.identifiertype.primary","MRN"
"label.patient.identifiertype.secondary","ID"
"label.patient.identity.source","Scripted DAS Patient Identity Source"
"label.patientcopy.inpatient","Patient Copy (Inpatient)"
"label.patientcopy.non.inpatient","Patient Copy (Non-Inpatient)"
"label.patientid","Patient Id"
"label.patientidtype","Patient ID Type"
"label.patientname","Patient Name"
"label.pattern.help","Pattern Attributes"
"label.pdf.fontdir","Font Directory"
"label.pdf.generatedby","Generated by {0} on {1}"
"label.pdf.pageof","Page {0} of {1}"
"label.pdf.systemuser","System"
"label.performance.log.enabled","Enabled"
"label.performance.log.lower.bound","Ignore events shorter than"
"label.performance.log.page.title","Performance Log"
"label.performance.log.section.title","Log file settings"
"label.performance.log.size.warning","Changing the log size here only affects future messages, it will not remove older log files. To reclaim disk space used by performance log files, you must manually delete these files from disk."
"label.performance.log.snapshotinterval","Snapshot interval"
"label.performance.log.start","Log event start"
"label.performance.log.total.log.size","Total log size"
"label.periodofuncertainty","Period of Uncertainty"
"label.periodunit.days","Days"
"label.periodunit.hours","Hours"
"label.periodunit.minutes","Minutes"
"label.periodunit.months","Months"
"label.periodunit.weeks","Weeks"
"label.periodunit.years","Years"
"label.permituseroverride","Permit User Override"
"label.pixelabbreviation","px"
"label.placeholder.dateofbirth.day","Day"
"label.placeholder.dateofbirth.year","Year"
"label.placeholder.fullname.given","First Name(s)"
"label.placeholder.fullname.surname","Last Name"
"label.placernotes","Placer Notes"
"label.policyselectorclassname","{0} Policy Selector Class Name"
"label.port","Port"
"label.portal.export","Export"
"label.portal.identity.external","External ID"
"label.portal.identity.identitytypeprovided","Identity Type Provided"
"label.portal.identity.ignoredgroups","Ignored groups"
"label.portal.identity.standard.concertoattributename","Concerto Attribute Name"
"label.portal.identity.standard.concertogroupname","Concerto Group Name"
"label.portal.identity.standard.standardattributename","Standard Attribute Name"
"label.portal.identity.useridnamespace","User ID Namespace"
"label.portal.import","Import"
